0000.000000 000001F9 6 00 00 7D 00 00 FF  
0000.000256 0000018A 8 FF F0 00 1F FE 3C 00 00
0000.001587 00000215 6 FF 20 FF 00 00 00  
0000.003538 000005FD 8 1F 64 55 4A C8 D2 00 00
0000.004552 00000244 7 FE FE 00 18 00 00 FE 
0000.005079 00000181 8 7D 00 32 10 32 20 32 00
0000.005335 000001F8 8 00 00 FF FF FE 00 00 0F
0000.005571 0000017A 8 FF FF FF FF 00 F0 31 A3
0000.010399 000001F9 6 00 00 7D 00 00 FF  
0000.010650 0000018A 8 FF F0 00 1F FE 3C 00 00
0000.014761 0000027F 8 00 02 00 00 00 00 00 01
0000.015007 00000285 8 00 00 00 00 00 00 E1 68
0000.015242 00000181 8 7D 00 32 10 32 20 32 00
0000.015493 000001F8 8 00 00 FF FF FE 00 00 0F
0000.015734 0000017A 8 FF FF FF FF 00 F0 31 A3
0000.015974 00000284 8 00 00 00 00 00 00 E1 67
0000.016957 000005E4 3 00 00 00     
0000.020035 000005DD 7 00 FF FF 40 00 FE 00 
0000.020250 000001F9 6 00 00 7D 00 00 FF  
0000.020552 0000018A 8 FF F0 00 1F FE 3C 00 00
0000.021601 00000215 6 FF 20 FF 00 00 00  
0000.023537 0000060D 8 08 16 00 00 45 48 02 00
0000.024724 00000244 7 FE FE 00 18 00 00 FE 
0000.024970 00000354 8 00 00 00 00 00 00 06 00
0000.025216 00000181 8 7D 00 32 10 32 20 32 00
0000.025467 000001F8 8 00 00 FF FF FE 00 00 0F
0000.025702 0000017A 8 FF FF FF FF 00 F0 31 A3
0000.028375 000005E9 8 00 38 00 00 00 18 00 00
0000.030326 000001F9 6 00 00 7D 00 00 FF  
0000.030571 0000018A 8 FF F0 00 1F FE 3C 00 00
0000.033475 00000366 4 00 00 00 A0    
0000.034826 0000027F 8 00 02 00 00 00 00 00 01
0000.035067 00000181 8 7D 00 32 10 32 20 32 00
0000.035313 000001F8 8 00 00 FF FF FE 00 00 0F
0000.035553 0000017A 8 FF FF FF FF 00 F0 31 A3
0000.035799 00000285 8 00 00 00 00 00 00 E2 69
0000.036050 00000284 8 00 00 00 00 00 00 E2 68
0000.036280 00000652 8 95 D0 00 15 40 07 55 50
0000.037791 00000651 2 04 F0      
0000.040013 000001F9 6 00 00 7D 00 00 FF  
0000.040202 00000650 5 41 00 FF D6 00   
0000.040448 0000018A 8 FF F0 00 1F FE 3C 00 00
0000.041579 00000215 6 FF 20 FF 00 00 00  
0000.043438 00000657 2 C1 C8      
0000.044723 00000244 7 FE FE 00 18 00 00 FE 
0000.045107 00000181 8 7D 00 32 10 32 20 32 00
0000.045353 000001F8 8 00 00 FF FF FE 00 00 0F
0000.045594 0000017A 8 FF FF FF FF 00 F0 31 A3
0000.045798 0000065B 6 FF EF FE FC 40 7C  
0000.050324 000001F9 6 00 00 7D 00 00 FF  
0000.050555 00000638 7 50 10 05 90 08 00 00 
0000.050790 0000018A 8 FF F0 00 1F FE 3C 00 00
0000.054804 0000027F 8 00 02 00 00 00 00 00 01
0000.055050 00000285 8 00 00 00 00 00 00 E3 6A
0000.055291 00000181 8 7D 00 32 10 32 20 32 00
0000.055537 000001F8 8 00 00 FF FF FE 00 00 0F
0000.055777 0000017A 8 FF FF FF FF 00 F0 31 A3
0000.056018 000001FD 8 26 41 7F FF 7F FF 50 00
0000.056269 00000284 8 00 00 00 00 00 00 E3 69
0000.058993 00000634 4 80 FE 00 00    
0000.060001 000001F9 6 00 00 7D 00 00 FF  
0000.060242 00000427 8 DB FF FF C7 FF FF 28 00
0000.060488 0000018A 8 FF F0 00 1F FE 3C 00 00
0000.061588 00000215 6 FF 20 FF 00 00 00  
0000.063503 00000500 5 02 6B FF E0 88   
0000.064783 00000244 7 FE FE 00 18 00 00 FE 
0000.065034 00000354 8 00 00 00 00 00 00 06 00
0000.065275 00000181 8 7D 00 32 10 32 20 32 00
0000.065515 0000042E 8 FF FF DF FF E4 09 00 FF
0000.065751 0000017A 8 FF FF FF FF 00 F0 31 A3
0000.066002 000001F8 8 00 00 FF FF FE 00 00 0F
0000.066237 000005C5 8 63 01 F6 45 06 A2 00 7F
0000.070333 000001F9 6 00 00 7D 00 00 FF  
0000.070579 0000018A 8 FF F0 00 1F FE 3C 00 00
0000.074803 0000027F 8 00 02 00 00 00 00 00 01
0000.075044 00000285 8 00 00 00 00 00 00 E4 6B
0000.075295 00000284 8 00 00 00 00 00 00 E4 6A
0000.075540 000001F8 8 00 00 FF FF FE 00 00 0F
0000.075786 00000551 8 48 00 00 00 FE 00 00 00
0000.075976 00000645 5 00 FF FF 00 00   
0000.076211 00000181 8 7D 00 32 10 32 20 32 00
0000.076477 0000017A 8 FF FF FF FF 00 F0 31 A3
0000.079995 000001F9 6 00 00 7D 00 00 FF  
0000.080261 0000018A 8 FF F0 00 1F FE 3C 00 00
0000.081603 00000215 6 FF 20 FF 00 00 00  
0000.081818 00000625 6 82 00 E8 11 00 00  
0000.084726 00000244 7 FE FE 00 18 00 00 FE 
0000.085069 00000181 8 7D 00 32 10 32 20 32 00
0000.085320 000001F8 8 00 00 FF FF FE 00 00 0F
0000.085555 0000017A 8 FF FF FF FF 00 F0 31 A3
0000.085765 00000656 6 07 FF 07 FF 07 FF  
0000.086559 00000511 7 00 15 A0 41 33 00 B7 
0000.090399 000001F9 6 00 00 7D 00 00 FF  
0000.090650 0000018A 8 FF F0 00 1F FE 3C 00 00
0000.093578 0000035D 8 90 03 00 00 09 C0 53 00
0000.094817 0000027F 8 00 02 00 00 00 00 00 01
0000.095058 00000285 8 00 00 00 00 00 00 E5 6C
0000.095304 00000181 8 7D 00 32 10 32 20 32 00
0000.095549 000001F8 8 00 00 FF FF FE 00 00 0F
0000.095790 0000017A 8 FF FF FF FF 00 F0 31 A3
0000.096036 00000284 8 00 00 00 00 00 00 E5 6B
0000.100004 000001F9 6 00 00 7D 00 00 FF  
0000.100255 0000018A 8 FF F0 00 1F FE 3C 00 00
0000.101591 00000215 6 FF 20 FF 00 00 00  
0000.103572 000005FD 8 1F 64 55 4A C8 D2 00 00
0000.104740 00000244 7 FE FE 00 18 00 00 FE 
0000.104991 00000354 8 00 00 00 00 00 00 06 00
0000.105226 00000181 8 7D 00 32 10 32 20 32 00
0000.105477 000001F8 8 00 00 FF FF FE 00 00 0F
0000.105718 0000017A 8 FF FF FF FF 00 F0 31 A3
0000.110392 000001F9 6 00 00 7D 00 00 FF  
0000.110674 0000018A 8 FF F0 00 1F FE 3C 00 00
0000.114806 0000027F 8 00 02 00 00 00 00 00 01
0000.115046 00000285 8 00 00 00 00 00 00 E6 6D
0000.115287 00000181 8 7D 00 32 10 32 20 32 00
0000.115543 000001F8 8 00 00 FF FF FE 00 00 0F
0000.115779 0000017A 8 FF FF FF FF 00 F0 31 A3
0000.116019 00000284 8 00 00 00 00 00 00 E6 6C
0000.116961 000005E4 3 00 00 00     
0000.120054 000005DD 7 00 FF FF 40 00 FE 00 
0000.120269 000001F9 6 00 00 7D 00 00 FF  
0000.120515 0000018A 8 FF F0 00 1F FE 3C 00 00
0000.121595 00000215 6 FF 20 FF 00 00 00  
0000.123576 0000060D 8 08 16 00 00 45 48 02 00
0000.124718 00000244 7 FE FE 00 18 00 00 FE 
0000.125163 00000181 8 7D 00 32 10 32 20 32 00
0000.125414 000001F8 8 00 00 FF FF FE 00 00 0F
0000.125655 0000017A 8 FF FF FF FF 00 F0 31 A3
0000.128369 000005E9 8 00 38 00 00 00 18 00 00
0000.130371 000001F9 6 00 00 7D 00 00 FF  
0000.130621 0000018A 8 FF F0 00 1F FE 3C 00 00
