0024.000640 000005DD 7 00 FF FF 00 00 FE 00 
0024.000860 000001F9 6 20 00 7D 00 00 FF  
0024.001080 0000018A 8 FF F0 00 1F FE 3C 00 00
0024.001792 00000215 6 00 20 00 00 01 01  
0024.002166 00000511 7 00 08 55 61 A9 7F 01 
0024.003277 00000645 5 00 FA FF 00 00   
0024.005161 0000027F 8 00 08 00 01 00 01 00 03
0024.005407 00000285 8 00 00 00 00 00 00 F2 79
0024.005647 00000181 8 7D 00 32 10 32 20 32 00
0024.005898 000001F8 8 00 00 FF FF FE 00 00 0F
0024.006134 0000017A 8 FF FF FF FF 00 F0 31 A3
0024.006374 00000284 8 00 00 00 00 00 00 F2 78
0024.010890 000001F9 6 20 00 7D 00 00 FF  
0024.011136 0000018A 8 FF F0 00 1F FE 3C 00 00
0024.013220 00000656 6 07 FF 07 FF 07 FF  
0024.015078 00000244 7 FE FE 00 18 00 00 FE 
0024.015672 00000181 8 7D 00 32 10 32 20 32 00
0024.015928 000001F8 8 00 00 FF FF FE 00 00 0F
0024.016169 0000017A 8 FF FF FF FF 00 F0 31 A3
0024.016399 00000652 8 95 90 00 15 40 07 95 50
0024.020526 000001F9 6 20 00 7D 00 00 FF  
0024.020716 00000650 5 41 00 FF D6 00   
0024.020961 0000018A 8 FF F0 00 1F FE 3C 00 00
0024.021755 00000215 6 00 20 00 00 01 01  
0024.025262 0000027F 8 00 08 00 01 00 01 00 03
0024.025508 00000285 8 00 00 00 00 00 00 F3 7A
0024.025748 00000181 8 7D 00 32 10 32 20 32 00
0024.025999 000001F8 8 00 00 FF FF FE 00 00 0F
0024.026235 0000017A 8 FF FF FF FF 00 F0 31 A3
0024.026476 00000284 8 00 00 00 00 00 00 F3 79
0024.026716 0000035D 8 90 03 00 00 09 C0 53 00
0024.026921 0000065B 6 FF EF FE B8 40 7C  
0024.030868 000001F9 6 20 00 7D 00 00 FF  
0024.031043 00000638 7 50 0F C5 90 00 00 00 
0024.031293 0000018A 8 FF F0 00 1F FE 3C 00 00
0024.034109 00000634 4 80 FE 00 00    
0024.035139 00000244 7 FE FE 00 18 00 00 FE 
0024.035389 00000354 8 00 00 00 00 00 00 06 00
0024.035630 00000181 8 7D 00 32 10 32 20 32 00
0024.035876 000001F8 8 00 00 FF FF FE 00 00 0F
0024.036122 0000017A 8 FF FF FF FF 00 F0 31 A3
0024.036362 000001FD 8 33 41 7F FF 7F FF 50 00
0024.036639 000005FD 8 1F 64 55 4A C9 62 00 00
0024.037545 000005E4 3 00 00 00     
0024.040474 000001F9 6 20 00 7D 00 00 FF  
0024.040714 00000427 8 DB FF FF C7 FF FF 28 00
0024.040955 0000018A 8 FF F0 00 1F FE 3C 00 00
0024.041754 00000215 6 00 20 00 00 01 01  
0024.043464 000005E9 8 00 38 00 00 00 18 00 02
0024.045281 0000027F 8 00 08 00 01 00 01 00 03
0024.045527 00000285 8 00 00 00 00 00 00 F4 7B
0024.045768 00000181 8 7D 00 32 10 32 20 32 00
0024.046008 00000284 8 00 00 00 00 00 00 F4 7A
0024.046244 0000017A 8 FF FF FF FF 00 F0 31 A3
0024.046490 0000042E 8 FF FF DF FF E4 09 00 FF
0024.046761 000001F8 8 00 00 FF FF FE 00 00 0F
0024.050872 000001F9 6 20 00 7D 00 00 FF  
0024.051118 0000018A 8 FF F0 00 1F FE 3C 00 00
0024.055101 00000244 7 FE FE 00 18 00 00 FE 
0024.055603 00000551 8 47 00 00 00 FE 02 00 00
0024.055854 000001F8 8 00 00 FF FF FE 00 00 0F
0024.056095 00000181 8 7D 00 32 10 32 20 32 00
0024.056325 0000060D 8 0E 16 00 00 45 47 02 00
0024.056571 0000017A 8 FF FF FF FF 00 F0 31 A3
0024.060467 000001F9 6 20 00 7D 00 00 FF  
0024.060759 0000018A 8 FF F0 00 1F FE 3C 00 00
0024.061752 00000215 6 00 20 00 00 01 01  
0024.061891 00000651 2 04 F0      
0024.062095 00000625 6 82 60 E7 11 00 00  
0024.065321 0000027F 8 00 08 00 01 00 01 00 03
0024.065567 00000285 8 00 00 00 00 00 00 F5 7C
0024.065802 00000181 8 7D 00 32 10 32 20 32 00
0024.066053 000001F8 8 00 00 FF FF FE 00 00 0F
0024.066299 0000017A 8 FF FF FF FF 00 F0 31 A3
0024.066540 00000284 8 00 00 00 00 00 00 F5 7B
0024.066755 00000366 4 00 00 00 A0    
0024.066985 00000654 8 04 00 20 4C FF C5 E3 04
0024.070845 000001F9 6 20 00 7D 00 00 FF  
0024.071071 00000637 7 00 00 00 00 C6 00 00 
0024.071311 0000018A 8 FF F0 00 1F FE 3C 00 00
0024.075284 00000244 7 FE FE 00 18 00 00 FE 
0024.075535 00000354 8 00 00 00 00 00 00 06 00
0024.075771 00000181 8 7D 00 32 10 32 20 32 00
0024.076022 000001F8 8 00 00 FF FF FE 00 00 0F
0024.076268 0000017A 8 FF FF FF FF 00 F0 31 A3
0024.076396 00000657 2 C1 C8      
0024.080584 000001F9 6 20 00 7D 00 00 FF  
0024.080758 0000062D 5 3E 8B 30 07 F0   
0024.080998 0000018A 8 FF F0 00 1F FE 3C 00 00
0024.081772 00000215 6 00 20 00 00 01 01  
0024.085289 0000027F 8 00 08 00 01 00 01 00 03
0024.085535 00000285 8 00 00 00 00 00 00 F6 7D
0024.085770 00000181 8 7D 00 32 10 32 20 32 00
0024.086026 000001F8 8 00 00 FF FF FE 00 00 0F
0024.086267 0000017A 8 FF FF FF FF 00 F0 31 A3
0024.086513 00000284 8 00 00 00 00 00 00 F6 7C
0024.090885 000001F9 6 20 00 7D 00 00 FF  
0024.091136 0000018A 8 FF F0 00 1F FE 3C 00 00
0024.093220 000005C5 8 63 01 F6 45 06 A2 00 7F
0024.095099 00000244 7 FE FE 00 18 00 00 FE 
0024.095585 00000181 8 7D 00 32 10 32 20 32 00
0024.095831 000001F8 8 00 00 FF FF FE 00 00 0F
0024.096072 0000017A 8 FF FF FF FF 00 F0 31 A3
0024.096251 00000500 5 02 8D EA D4 5B   
0024.100623 000005DD 7 00 FF FF 00 00 FE 00 
0024.100838 000001F9 6 20 00 7D 00 00 FF  
0024.101084 0000018A 8 FF F0 00 1F FE 3C 00 00
0024.101821 00000215 6 00 20 00 00 01 01  
0024.102252 00000511 7 00 47 1E 1A 14 8C E4 
0024.103229 00000645 5 00 FA FF 00 00   
0024.103567 00000715 8 01 F6 45 FC FE 86 24 23
0024.105277 0000027F 8 00 08 00 01 00 01 00 03
0024.105528 00000285 8 00 00 00 00 00 00 F7 7E
0024.105769 00000181 8 7D 00 32 10 32 20 32 00
0024.106020 000001F8 8 00 00 FF FF FE 00 00 0F
0024.106255 0000017A 8 FF FF FF FF 00 F0 31 A3
0024.106501 00000284 8 00 00 00 00 00 00 F7 7D
0024.110828 000001F9 6 20 00 7D 00 00 FF  
0024.111073 0000018A 8 FF F0 00 1F FE 3C 00 00
0024.113198 00000656 6 07 FF 07 FF 07 FF  
0024.115261 00000244 7 FE FE 00 18 00 00 FE 
0024.115512 00000354 8 00 00 00 00 00 00 06 00
0024.115753 00000181 8 7D 00 32 10 32 20 32 00
0024.116004 000001F8 8 00 00 FF FF FE 00 00 0F
0024.116239 0000017A 8 FF FF FF FF 00 F0 31 A3
0024.116475 00000652 8 95 90 00 15 40 07 95 50
0024.120525 000001F9 6 20 00 7D 00 00 FF  
0024.120760 00000650 5 41 00 FF D6 00   
0024.120955 0000018A 8 FF F0 00 1F FE 3C 00 00
