;CANARY V2.3
;TIME_us.d C ID       FL L DATA
0000.000000 0 00000155 00 8 12 87 CA 54 7C 78 03 03
0000.000194 0 00000157 00 6 D5 26 09 C4 60 60
0000.002135 0 00000196 00 8 00 64 00 FF 80 5F 2A 80
0000.002370 0 0000019F 00 8 00 00 7D 0F 00 6A 88 24
0000.002550 0 000001A1 00 5 C0 C7 AC 72 90
0000.003108 0 000001C7 00 4 AA 20 C1 00
0000.005376 0 00000156 00 6 00 FF FF 05 00 40
0000.005540 0 00000436 00 4 24 63 E2 3A
0000.010035 0 00000157 00 6 D5 76 09 C4 60 60
0000.010905 0 00000155 00 8 12 87 CB 54 7C 78 03 03
0000.011146 0 00000424 00 8 11 40 1A A0 40 34 AA 41
0000.011387 0 00000425 00 8 0A 4E 44 9C 42 5C 01 2D
0000.011597 0 00000445 00 7 40 55 AA 83 2E 96 80
0000.012109 0 00000196 00 8 00 64 00 FF 80 5F 2A 80
0000.012354 0 0000019F 00 8 00 00 7D 04 00 6A 88 24
0000.012529 0 000001A1 00 5 C0 C7 AC 72 90
0000.013117 0 000001C7 00 4 AA 20 C1 00
0000.014986 0 00000156 00 6 00 FF FF 05 00 40
0000.019999 0 00000155 00 8 12 87 CB 54 7C 78 03 03
0000.020198 0 00000157 00 6 D5 C6 09 C4 60 60
0000.022067 0 00000196 00 8 00 64 00 FF 80 5F 2A 80
0000.022303 0 0000019F 00 8 00 00 7D 09 00 6A 88 24
0000.022482 0 000001A1 00 5 C0 C7 AC 72 90
0000.023117 0 000001C7 00 4 AA 20 C1 00
0000.025380 0 00000156 00 6 00 FF FF 05 00 40
0000.029967 0 00000155 00 8 12 87 CB 54 7C 78 03 03
0000.030162 0 00000157 00 6 D5 16 09 C4 60 60
0000.032138 0 00000196 00 8 00 64 00 FF 80 5F 2A 80
0000.032379 0 0000019F 00 8 00 00 7D 0E 00 6A 88 24
0000.032553 0 000001A1 00 5 C0 C7 AC 72 90
0000.033111 0 000001C7 00 4 AA 20 C1 00
0000.035026 0 00000156 00 6 00 FF FF 05 00 40
0000.039967 0 00000155 00 8 12 87 CB 54 7C 78 03 03
0000.040161 0 00000157 00 6 D5 66 09 C4 60 60
0000.042132 0 00000196 00 8 00 64 00 FF 80 5F 2A 80
0000.042373 0 0000019F 00 8 00 00 7D 03 00 6A 88 24
0000.042547 0 000001A1 00 5 C0 C7 AC 72 90
0000.043105 0 000001C7 00 4 AA 20 C1 00
0000.045343 0 00000156 00 6 00 FF FF 05 00 40
0000.049951 0 00000155 00 8 12 87 CB 54 7C 78 03 03
0000.050145 0 00000157 00 6 D5 B6 09 C4 60 60
0000.052070 0 00000196 00 8 00 64 00 FF 80 5F 2A 80
0000.052306 0 0000019F 00 8 00 00 7D 08 00 6A 88 24
0000.052485 0 000001A1 00 5 C0 C7 AC 72 90
