;CANARY V2.3
;TIME_us.d  ID       FL L DATA
0000.000000 00000423 00 8 30 7F FF FF FF E0 FF FF
0000.049700 00000423 00 8 33 7F FF FF FF E0 FF FF
0000.063590 00000423 00 8 17 1E 00 09 B2 00 B2 CA
0000.068132 00000426 00 7 00 00 02 00 00 00 00
0000.069366 000001C7 00 4 00 00 FF C0
0000.069606 00000428 00 7 00 00 00 00 00 01 C0
0000.069878 00000429 00 8 FF FF FF FF FF 3F 3F FF
0000.070139 000004F7 00 8 00 7F C9 FF 11 FF 00 00
0000.073057 00000156 00 6 00 FF FF 05 00 40
0000.078105 00000157 00 6 D5 47 09 C4 00 00
0000.079375 000001C7 00 4 AA 20 FF C0
0000.083579 00000156 00 6 00 FF FF 05 00 40
0000.083743 00000436 00 4 00 4C 3B 18
0000.088202 00000157 00 6 D5 97 09 C4 00 00
0000.089359 000001C7 00 4 AA 20 FF C0
0000.093204 00000156 00 6 00 FF FF 05 00 40
0000.098150 00000157 00 6 D5 E7 09 C4 00 00
0000.099359 000001C7 00 4 AA 20 FF C0
0000.103449 00000156 00 6 00 FF FF 05 00 40
0000.108288 00000157 00 6 D5 37 09 C4 00 00
0000.109368 000001C7 00 4 AA 20 FF C0
0000.113239 00000156 00 6 00 FF FF 05 00 40
0000.118190 00000157 00 6 D5 87 09 C4 00 00
0000.119368 000001C7 00 4 00 00 FF C0
0000.123479 00000156 00 6 00 FF FF 05 00 40
0000.128174 00000157 00 6 D5 D7 09 C4 00 00
0000.129367 000001C7 00 4 AA 20 FF C0
0000.133135 00000156 00 6 00 FF FF 05 00 40
0000.138097 00000157 00 6 D5 27 09 C4 00 00
0000.139377 000001C7 00 4 AA 20 FF C0
0000.143411 00000156 00 6 00 FF FF 05 00 40
0000.148224 00000157 00 6 D5 77 09 C4 00 00
0000.149376 000001C7 00 4 AA 20 FF C0
0000.153149 00000156 00 6 00 FF FF 05 00 40
0000.155796 00000155 00 8 00 CF FF 54 FF F8 03 FF
0000.158095 00000157 00 6 D5 C7 09 C4 00 00
0000.159370 000001C7 00 4 AA 20 FF C0
0000.163609 00000423 00 8 07 1E 00 09 B2 00 B2 CA
0000.163814 00000156 00 6 00 FF FF 05 00 40
0000.165796 00000155 00 8 00 C7 D0 54 FF F8 03 FF
0000.168151 00000426 00 7 00 00 02 01 EB 4B 00
0000.168356 00000157 00 6 D5 17 09 C4 00 00
0000.169661 000001C7 00 4 AA 20 FF C0
0000.169912 00000428 00 7 00 00 00 00 20 00 00
0000.170173 00000429 00 8 FF FF FF FF FF 3F 3F FF
0000.170434 000004F7 00 8 00 22 18 00 90 88 00 00
0000.173107 00000156 00 6 00 FF FF 05 00 40
0000.175780 00000155 00 8 00 C7 D0 54 FF F8 03 FF
0000.178212 00000157 00 6 D5 67 09 C4 00 00
0000.179415 000001C7 00 4 AA 20 FF C0
0000.183480 00000156 00 6 00 FF FF 05 00 40
0000.183649 00000436 00 4 00 4C 3B 18
0000.185825 00000155 00 8 00 C7 D0 54 FF F8 03 FF
0000.188160 00000157 00 6 D5 B7 09 C4 00 00
0000.189404 000001C7 00 4 AA 20 FF C0
0000.193162 00000156 00 6 00 FF FF 05 00 40
0000.195768 00000155 00 8 00 C7 D0 54 FF F8 02 EC
0000.198277 00000157 00 6 D5 07 09 C4 00 00
0000.199403 000001C7 00 4 AA 20 FF C0
0000.203561 00000156 00 6 00 FF FF 05 00 40
0000.205793 00000155 00 8 00 C7 D0 54 FF F8 02 EC
0000.208189 00000157 00 6 D5 57 09 C4 00 00
0000.209408 000001C7 00 4 AA 20 FF C0
0000.213145 00000156 00 6 00 FF FF 05 00 40
0000.215777 00000155 00 8 00 C7 D0 54 FF F8 02 EC
0000.216601 00000196 00 8 00 FF E7 FF 80 FF 2A 80
0000.216847 0000019F 00 8 FF FF FF F4 00 06 80 FE
0000.217037 000001A1 00 5 FF FF FF FF F0
0000.218291 00000157 00 6 D5 A7 09 C4 00 00
0000.219412 000001C7 00 4 AA 20 FF C0
0000.223560 00000156 00 6 00 FF FF 05 00 40
0000.225766 00000155 00 8 00 C7 D0 54 FF F8 02 EC
0000.226570 00000196 00 8 00 FF E7 FF 80 FF 2A 80
0000.226811 0000019F 00 8 FF FF FF F9 00 06 80 FE
0000.227000 000001A1 00 5 FF FF FF FF F0
0000.228101 00000157 00 6 D5 F7 09 C4 00 00
0000.229412 000001C7 00 4 AA 20 FF C0
0000.233067 00000156 00 6 00 FF FF 05 00 40
0000.235771 00000155 00 8 00 C7 CF 54 FF F8 02 EC
0000.236564 00000196 00 8 00 FF E7 FF 80 FF 2A 80
0000.236815 0000019F 00 8 FF FF FF FE 00 06 80 FE
0000.237005 000001A1 00 5 FF FF FF FF F0
0000.238182 00000157 00 6 D5 47 09 C4 00 00
0000.239411 000001C7 00 4 AA 20 FF C0
0000.243522 00000156 00 6 00 FF FF 05 00 40
0000.246553 00000155 00 8 00 C7 CF 54 FF F8 02 EC
0000.246799 00000196 00 8 00 FF E7 FF 80 FF 2A 80
0000.247045 0000019F 00 8 FF FF FF F3 00 06 80 FE
0000.247229 000001A1 00 5 FF FF FF FF F0
0000.247465 00000425 00 8 25 FE 44 9C 43 FE 01 FF
0000.247752 00000424 00 8 12 FF FF FF 42 67 AA 43
0000.248151 00000157 00 6 D5 97 09 C4 00 00
0000.248463 00000445 00 7 80 57 AA 85 FF FF 80
0000.249416 000001C7 00 4 AA 20 FF C0
0000.253097 00000156 00 6 00 FF FF 05 00 40
0000.255795 00000155 00 8 00 C7 D0 54 FF F8 02 EC
0000.256599 00000196 00 8 00 FF E7 FF 80 FF 2A 80
0000.256845 0000019F 00 8 FF FF FF F8 00 06 80 FE
0000.257034 000001A1 00 5 FF FF FF FF F0
0000.258237 00000157 00 6 D5 E7 09 C4 00 00
0000.259415 000001C7 00 4 AA 20 FF C0
0000.263531 00000423 00 8 07 1E 00 09 B2 00 B2 CA
0000.263741 00000156 00 6 00 FF FF 05 00 40
0000.265815 00000155 00 8 00 C7 CF 54 FF F8 02 EC
0000.266573 00000196 00 8 00 FF E7 FF 80 FF 2A 80
0000.266818 0000019F 00 8 FF FF FF FD 00 06 80 FE
0000.267008 000001A1 00 5 FF FF FF FF F0
0000.268145 00000426 00 7 00 00 02 01 EB 4B 00
0000.268349 00000157 00 6 D5 37 09 C4 00 00
0000.269425 000001C7 00 4 AA 20 FF C0
0000.269670 00000428 00 7 00 00 00 00 20 00 00
0000.269942 00000429 00 8 FF FF FF FF FF 3F 3F FF
0000.270198 000004F7 00 8 00 22 18 00 90 88 00 00
0000.273075 00000156 00 6 00 FF FF 05 00 40
0000.275809 00000155 00 8 00 C7 CF 54 FF F8 02 EC
0000.276572 00000196 00 8 00 FF E7 FF 80 FF 2A 80
0000.276813 0000019F 00 8 FF FF FF F2 00 06 80 FE
0000.277007 000001A1 00 5 FF FF FF FF F0
0000.278144 00000157 00 6 D5 87 09 C4 00 00
0000.279429 000001C7 00 4 AA 20 FF C0
0000.283571 00000156 00 6 00 FF FF 05 00 40
0000.283755 00000436 00 4 00 4C 3B 18
0000.285783 00000155 00 8 00 C7 CF 54 FF F8 02 EC
0000.286602 00000196 00 8 00 FF E7 FF 80 FF 2A 80
0000.286843 0000019F 00 8 FF FF FF F7 00 06 80 FE
0000.287032 000001A1 00 5 FF FF FF FF F0
0000.288118 00000157 00 6 D5 D7 09 C4 00 00
0000.289418 000001C7 00 4 AA 20 FF C0
0000.293135 00000156 00 6 00 FF FF 05 00 40
0000.295818 00000155 00 8 00 C7 D0 54 FF F8 02 EC
0000.296591 00000196 00 8 00 FF E7 FF 80 FF 2A 80
0000.296837 0000019F 00 8 FF FF FF FC 00 06 80 FE
0000.297026 000001A1 00 5 FF FF FF FF F0
0000.298107 00000157 00 6 D5 27 09 C4 00 00
0000.299423 000001C7 00 4 AA 20 FF C0
0000.303580 00000156 00 6 00 FF FF 05 00 40
0000.305777 00000155 00 8 00 C7 D0 54 FF F8 02 EC
0000.306555 00000196 00 8 00 FF E7 FF 80 FF 2A 80
0000.306801 0000019F 00 8 FF FF FF F1 00 06 80 FE
0000.306990 000001A1 00 5 FF FF FF FF F0
0000.307236 00000422 00 8 00 00 FF FF FF A8 03 FF
0000.307389 0000042C 00 3 00 00 3F
0000.307604 00000511 00 7 04 EC 2D BE AF 10 1C
0000.308142 00000157 00 6 D5 77 09 C4 00 00
0000.309427 000001C7 00 4 AA 20 FF C0
0000.313134 00000156 00 6 00 FF FF 05 00 40
0000.315812 00000155 00 8 00 C7 D1 54 FF F8 02 EC
0000.316559 00000196 00 8 00 FF E7 FF 80 FF 2A 80
0000.316800 0000019F 00 8 FF FF FF F6 00 06 80 FE
0000.316989 000001A1 00 5 FF FF FF FF F0
0000.318300 00000157 00 6 D5 C7 09 C4 00 00
0000.319426 000001C7 00 4 AA 20 FF C0
0000.323405 00000156 00 6 00 FF FF 05 00 40
0000.325801 00000155 00 8 00 C7 D0 54 FF F8 02 EC
0000.326559 00000196 00 8 00 FF E7 FF 80 FF 2A 80
0000.326804 0000019F 00 8 FF FF FF FB 00 06 80 FE
0000.326994 000001A1 00 5 FF FF FF FF F0
0000.328156 00000157 00 6 D5 17 09 C4 00 00
0000.329436 000001C7 00 4 AA 20 FF C0
0000.333138 00000156 00 6 00 FF FF 05 00 40
0000.335800 00000155 00 8 00 C7 D1 54 FF F8 02 EC
0000.336589 00000196 00 8 00 FF E7 FF 80 FF 2A 80
0000.336834 0000019F 00 8 FF FF FF F0 00 06 80 FE
0000.337024 000001A1 00 5 FF FF FF FF F0
0000.338099 00000157 00 6 D5 67 09 C4 00 00
0000.339435 000001C7 00 4 AA 20 FF C0
0000.343455 00000156 00 6 00 FF FF 05 00 40
0000.346506 00000155 00 8 00 C7 D1 54 FF F8 02 EC
