;CANARY V2.3
;TIME_us.d  ID       FL L DATA
0000.000000 00000423 00 8 07 31 00 0A 5D 80 5D E7
0000.000271 00000156 00 6 00 FF FF 05 00 40
0000.002094 000001C7 00 4 AA 20 BB 00
0000.004731 00000426 00 7 00 60 01 01 EB 4B 00
0000.005048 00000157 00 6 D5 76 09 C4 5D A0
0000.005970 00000196 00 8 00 64 02 FF 80 70 2A 80
0000.006277 0000019F 00 8 E7 E7 7D 04 00 6A 88 38
0000.006497 000001A1 00 5 BB 0A 00 89 10
0000.007368 00000155 00 8 00 87 D0 54 41 B8 02 ED
0000.009584 00000156 00 6 00 FF FF 05 00 40
0000.012139 000001C7 00 4 AA 20 BB 00
0000.014592 00000157 00 6 D5 C6 09 C4 5D A0
0000.015897 00000196 00 8 00 64 02 FF 80 70 2A 80
0000.016200 0000019F 00 8 E7 E7 7D 09 00 6A 88 38
0000.016420 000001A1 00 5 BB 0A 00 89 10
0000.017372 00000155 00 8 00 87 D0 54 41 B8 02 ED
0000.020086 00000156 00 6 00 FF FF 05 00 40
0000.020321 00000436 00 4 0C 4C 3B 0B
0000.022072 000001C7 00 4 AA 20 BB 00
0000.024694 00000157 00 6 D5 16 09 C4 5D A0
0000.025810 00000196 00 8 00 64 02 FF 80 70 2A 80
0000.026122 0000019F 00 8 E7 E7 7D 0E 00 6A 88 38
0000.026332 000001A1 00 5 BB 0A 00 89 10
0000.027371 00000155 00 8 00 87 D0 54 41 B8 02 ED
0000.029680 00000156 00 6 00 FF FF 05 00 40
0000.032107 000001C7 00 4 AA 20 BB 00
0000.034688 00000157 00 6 D5 66 09 C4 5D A0
0000.035374 00000445 00 7 40 55 55 85 23 90 00
0000.035804 00000196 00 8 00 64 02 FF 80 70 2A 80
0000.036301 0000019F 00 8 E7 E7 7D 03 00 6A 88 38
0000.036541 000001A1 00 5 BB 0A 00 89 10
0000.038277 00000155 00 8 00 87 D0 54 41 B8 02 ED
0000.038502 00000424 00 8 11 40 61 AF 42 67 55 43
0000.038738 00000425 00 8 2A 57 44 96 02 46 01 20
0000.040084 00000156 00 6 00 FF FF 05 00 40
0000.042127 000001C7 00 4 AA 20 BB 00
0000.044641 00000157 00 6 D5 B6 09 C4 5D A0
0000.045890 00000196 00 8 00 64 02 FF 80 70 2A 80
0000.046192 0000019F 00 8 E7 E7 7D 08 00 6A 88 38
0000.046408 000001A1 00 5 BB 0A 00 89 10
0000.047370 00000155 00 8 00 87 D0 54 41 B8 02 ED
0000.049669 00000156 00 6 00 FF FF 05 00 40
0000.052101 000001C7 00 4 AA 20 BB 00
0000.054681 00000157 00 6 D5 06 09 C4 5D A0
0000.055920 00000196 00 8 00 64 02 FF 80 70 2A 80
0000.056233 0000019F 00 8 E7 E7 7D 0D 00 6A 88 38
0000.056443 000001A1 00 5 BB 0A 00 89 10
0000.057369 00000155 00 8 00 87 D0 54 41 B8 02 ED
0000.059986 00000156 00 6 00 FF FF 05 00 40
0000.062090 000001C7 00 4 AA 20 BB 00
0000.064665 00000157 00 6 D5 56 09 C4 5D A0
0000.065915 00000196 00 8 00 64 02 FF 80 70 2A 80
0000.066227 0000019F 00 8 E7 E7 7D 02 00 6A 88 38
0000.066437 000001A1 00 5 BB 0A 00 89 10
0000.067369 00000155 00 8 00 87 D0 54 41 B8 02 ED
0000.069652 00000156 00 6 00 FF FF 05 00 40
0000.072146 000001C7 00 4 AA 20 BB 00
0000.072509 00000428 00 7 00 00 00 00 20 00 00
0000.072842 00000429 00 8 FF FF FF FF FF 3F 3F FF
0000.073129 000004F7 00 8 00 22 28 00 90 8C 00 00
0000.074639 00000157 00 6 D5 A6 09 C4 5D A0
0000.075853 00000196 00 8 00 64 02 FF 80 70 2A 80
0000.076119 0000019F 00 8 E7 E7 7D 07 00 6A 88 38
0000.076416 00000422 00 8 00 00 4B 68 05 A8 02 4C
0000.076616 0000042C 00 3 00 00 0A
0000.076959 00000511 00 7 04 03 9A 7C A2 97 69
0000.077209 000001A1 00 5 BB 0A 00 89 10
0000.077450 00000155 00 8 00 87 D0 54 41 B8 02 ED
0000.079979 00000156 00 6 00 FF FF 05 00 40
0000.082145 000001C7 00 4 AA 20 BB 00
0000.084664 00000157 00 6 D5 F6 09 C4 5D A0
0000.085775 00000196 00 8 00 64 02 FF 80 70 2A 80
0000.086082 0000019F 00 8 E7 E7 7D 0C 00 6A 88 38
0000.086303 000001A1 00 5 BB 0A 02 89 10
0000.087368 00000155 00 8 00 87 D0 54 41 B8 02 ED
0000.089584 00000156 00 6 00 FF FF 05 00 40
0000.092139 000001C7 00 4 AA 20 BB 00
0000.094664 00000157 00 6 D5 46 09 C4 5D A0
0000.095903 00000196 00 8 00 64 02 FF 80 70 2A 80
0000.096205 0000019F 00 8 E7 E7 7D 01 00 6A 88 38
0000.096425 000001A1 00 5 BB 0A 00 89 10
0000.097362 00000155 00 8 00 87 CF 54 41 B8 02 ED
0000.099983 00000423 00 8 07 31 00 0A 5D 80 5D E7
0000.100255 00000156 00 6 00 FF FF 05 00 40
0000.102139 000001C7 00 4 AA 20 BB 00
0000.104688 00000426 00 7 00 60 01 01 EB 4B 00
0000.104960 00000157 00 6 D5 96 09 C4 5D A0
0000.105958 00000196 00 8 00 64 02 FF 80 70 2A 80
0000.106312 0000019F 00 8 E7 E7 7D 06 00 6A 88 38
0000.106547 000001A1 00 5 BB 0A 00 89 10
0000.107361 00000155 00 8 00 87 CF 54 41 B8 02 ED
0000.109716 00000156 00 6 00 FF FF 05 00 40
0000.112143 000001C7 00 4 AA 20 BB 00
0000.114591 00000157 00 6 D5 E6 09 C4 5D A0
